timestamp,demand_kwh,wind_generation_kwh,pv_generation_kwh,renewable_generation_kwh,direct_service_kwh,battery_charge_input_kwh,battery_discharge_delivered_kwh,battery_loss_kwh,battery_soc_end_kwh,curtailment_kwh,unmet_energy_kwh,served_energy_kwh,target
2025-01-01T00:00:00+00:00,56.674661795690916,362.7748064345287,0.0,362.7748064345287,56.674661795690916,306.10014463883783,0.0,15.708049889125846,290.392094749712,0.0,0.0,56.674661795690916,0.99
2025-01-01T01:00:00+00:00,56.674661795690916,440.74778607440084,0.0,440.74778607440084,56.674661795690916,384.07312427870994,0.0,19.709366045418562,654.7558529830034,0.0,0.0,56.674661795690916,0.99
2025-01-01T02:00:00+00:00,56.674661795690916,469.9040586547927,0.0,469.9040586547927,56.674661795690916,413.2293968591018,0.0,21.205569795384463,1046.7796800467208,0.0,0.0,56.674661795690916,0.99
2025-01-01T03:00:00+00:00,306.04317369673095,431.26141086546266,0.0,431.26141086546266,306.04317369673095,125.21823716873172,0.0,6.425786955427881,1165.5721302600248,0.0,0.0,306.04317369673095,0.99
2025-01-01T04:00:00+00:00,306.04317369673095,380.91065014109853,0.0,380.91065014109853,306.04317369673095,74.86747644436758,0.0,3.841951974405788,1236.5976547299865,0.0,0.0,306.04317369673095,0.99
2025-01-01T05:00:00+00:00,306.04317369673095,353.52061523420093,9.239528886409637,362.76014412061056,306.04317369673095,56.716970423879616,0.0,2.9105278667200594,1290.404097287146,0.0,0.0,306.04317369673095,0.99
2025-01-01T06:00:00+00:00,306.04317369673095,386.0186983305268,51.808661699827034,437.8273600303538,306.04317369673095,131.78418633362287,0.0,6.762729811738083,1415.4255538090308,0.0,0.0,306.04317369673095,0.99
2025-01-01T07:00:00+00:00,306.04317369673095,409.36977576791304,75.38837965107979,484.7581554189928,306.04317369673095,178.71498172226188,0.0,9.171063450949191,1584.9694720803436,0.0,0.0,306.04317369673095,0.99
2025-01-01T08:00:00+00:00,306.04317369673095,434.91001671505427,87.12044847526346,522.0304651903177,306.04317369673095,215.98729149358678,0.0,11.083755462453183,1789.8730081114772,0.0,0.0,306.04317369673095,0.99
2025-01-01T09:00:00+00:00,306.04317369673095,442.9369495841558,69.33166813881793,512.2686177229738,306.04317369673095,206.22544402624283,0.0,10.58280964549516,1985.515642492225,0.0,0.0,306.04317369673095,0.99
2025-01-01T10:00:00+00:00,306.04317369673095,465.55830585162374,94.45990977452671,560.0182156261504,306.04317369673095,253.9750419294195,0.0,13.033161529300287,2226.457522892344,0.0,0.0,306.04317369673095,0.99
2025-01-01T11:00:00+00:00,306.04317369673095,456.8016518126039,51.764247339801116,508.565899152405,306.04317369673095,202.52272545567405,0.0,10.39279834020644,2418.5874500078116,0.0,0.0,306.04317369673095,0.99
2025-01-01T12:00:00+00:00,306.04317369673095,412.2886604475863,46.00021619637838,458.2888766439647,306.04317369673095,152.24570294723378,0.0,7.812747361233221,2563.020405593812,0.0,0.0,306.04317369673095,0.99
2025-01-01T13:00:00+00:00,124.68425595052003,372.0289976348564,6.724722430597603,378.753720065454,124.68425595052003,254.06946411493396,0.0,13.038006964451768,2804.0518627442943,0.0,0.0,124.68425595052003,0.99
2025-01-01T14:00:00+00:00,124.68425595052003,346.3229109672792,0.0,346.3229109672792,124.68425595052003,221.63865501675917,0.0,11.373764799980023,3014.3167529610737,0.0,0.0,124.68425595052003,0.99
2025-01-01T15:00:00+00:00,124.68425595052003,259.9504597642198,0.0,259.9504597642198,124.68425595052003,135.26620381369975,0.0,6.94141546494609,3142.6415413098275,0.0,0.0,124.68425595052003,0.99
2025-01-01T16:00:00+00:00,124.68425595052003,220.0209590671946,0.0,220.0209590671946,124.68425595052003,95.33670311667458,0.0,4.89236517868504,3233.085879247817,0.0,0.0,124.68425595052003,0.99
2025-01-01T17:00:00+00:00,56.674661795690916,213.00568509275257,0.0,213.00568509275257,56.674661795690916,156.33102329706165,0.0,8.022392527993503,3381.3945100168853,0.0,0.0,56.674661795690916,0.99
2025-01-01T18:00:00+00:00,56.674661795690916,237.94888144632432,0.0,237.94888144632432,56.674661795690916,181.2742196506334,0.0,9.302395100937247,3553.3663345665814,0.0,0.0,56.674661795690916,0.99
2025-01-01T19:00:00+00:00,56.674661795690916,215.34410975089992,0.0,215.34410975089992,56.674661795690916,158.669447955209,0.0,8.142392769206964,3703.8933897525835,0.0,0.0,56.674661795690916,0.99
2025-01-01T20:00:00+00:00,56.674661795690916,185.72406408103353,0.0,185.72406408103353,56.674661795690916,129.0494022853426,0.0,6.62238971383627,3826.3204023240896,0.0,0.0,56.674661795690916,0.99
2025-01-01T21:00:00+00:00,56.674661795690916,156.04319548090785,0.0,156.04319548090785,56.674661795690916,99.36853368521693,0.0,5.099265426281761,3920.5896705830246,0.0,0.0,56.674661795690916,0.99
2025-01-01T22:00:00+00:00,56.674661795690916,134.61592840057898,0.0,134.61592840057898,56.674661795690916,77.94126660488806,0.0,3.999688747928488,3994.531248439984,0.0,0.0,56.674661795690916,0.99
2025-01-01T23:00:00+00:00,56.674661795690916,90.2808948474335,0.0,90.2808948474335,56.674661795690916,33.606233051742585,0.0,1.7245610451612485,4026.4129204465657,0.0,0.0,56.674661795690916,0.99
2025-01-02T00:00:00+00:00,56.674661795690916,72.03786559947542,0.0,72.03786559947542,56.674661795690916,15.363203803784508,0.0,0.7883889505880219,4040.9877352997623,0.0,0.0,56.674661795690916,0.99
2025-01-02T01:00:00+00:00,56.674661795690916,60.843279470046646,0.0,60.843279470046646,56.674661795690916,4.16861767435573,0.0,0.21391971073627358,4044.9424332633816,0.0,0.0,56.674661795690916,0.99
2025-01-02T02:00:00+00:00,56.674661795690916,55.45329355587719,0.0,55.45329355587719,55.45329355587719,0.0,1.221368239813728,0.06606692672031467,4043.6549980968475,0.0,0.0,56.674661795690916,0.99
2025-01-02T03:00:00+00:00,306.04317369673095,46.74639323298813,0.0,46.74639323298813,46.74639323298813,0.0,259.29678046374283,14.026024940950037,3770.3321926921544,0.0,0.0,306.04317369673095,0.99
2025-01-02T04:00:00+00:00,306.04317369673095,47.16100753407813,0.0,47.16100753407813,47.16100753407813,0.0,258.8821661626528,14.00359739473231,3497.4464291347695,0.0,0.0,306.04317369673095,0.99
2025-01-02T05:00:00+00:00,306.04317369673095,57.526365061327006,51.36993065767292,108.89629571899992,108.89629571899992,0.0,197.14687797773104,10.664178022575726,3289.6353731344625,0.0,0.0,306.04317369673095,0.99
2025-01-02T06:00:00+00:00,306.04317369673095,86.1347518365339,179.74042859641077,265.87518043294466,265.87518043294466,0.0,40.167993263786286,2.1727893201688246,3247.2945905505076,0.0,0.0,306.04317369673095,0.99
2025-01-02T07:00:00+00:00,306.04317369673095,140.25468289540237,375.2231625812921,515.4778454766945,306.04317369673095,209.43467177996354,0.0,10.747496629620855,3445.9817657008502,0.0,0.0,306.04317369673095,0.99
