timestamp,demand_kwh,wind_generation_kwh,pv_generation_kwh,renewable_generation_kwh,direct_service_kwh,battery_charge_input_kwh,battery_discharge_delivered_kwh,battery_loss_kwh,battery_soc_end_kwh,curtailment_kwh,unmet_energy_kwh,served_energy_kwh,target
2024-12-31T19:00:00+00:00,301.31159163417226,225.9500238563781,0.0,225.9500238563781,225.9500238563781,0.0,0.0,0.0,0.0,0.0,75.36156777779416,225.9500238563781,0.95
2024-12-31T20:00:00+00:00,301.31159163417226,251.27419604739043,0.0,251.27419604739043,251.27419604739043,0.0,0.0,0.0,0.0,0.0,50.03739558678183,251.27419604739043,0.95
2024-12-31T21:00:00+00:00,301.31159163417226,260.31854325846643,0.0,260.31854325846643,260.31854325846643,0.0,0.0,0.0,0.0,0.0,40.993048375705825,260.31854325846643,0.95
2024-12-31T22:00:00+00:00,301.31159163417226,352.57088481143956,0.0,352.57088481143956,301.31159163417226,51.259293177267296,0.0,2.6304578701191588,48.62883530714814,0.0,0.0,301.31159163417226,0.95
2024-12-31T23:00:00+00:00,301.31159163417226,367.04184034916096,0.0,367.04184034916096,301.31159163417226,65.7302487149887,0.0,3.373059582372676,110.98602443976417,0.0,0.0,301.31159163417226,0.95
2025-01-01T00:00:00+00:00,301.31159163417226,347.1442764847941,0.0,347.1442764847941,301.31159163417226,45.83268485062183,0.0,2.3519822280240916,154.4667270623619,0.0,0.0,301.31159163417226,0.95
2025-01-01T01:00:00+00:00,301.31159163417226,383.3216653290973,0.0,383.3216653290973,301.31159163417226,82.01007369492504,0.0,4.20848650865787,232.26831424862908,0.0,0.0,301.31159163417226,0.95
2025-01-01T02:00:00+00:00,301.31159163417226,397.79262086681865,0.0,397.79262086681865,301.31159163417226,96.48102923264639,0.0,4.951088220911387,323.7982552603641,0.0,0.0,301.31159163417226,0.95
2025-01-01T03:00:00+00:00,1627.0825948245304,430.53902588288787,0.0,430.53902588288787,430.53902588288787,0.0,307.1819967034043,16.616258556959792,0.0,0.0,889.3615722382381,737.7210225862923,0.95
2025-01-01T04:00:00+00:00,1627.0825948245304,499.42077424244127,25.414929774940664,524.8357040173819,524.8357040173819,0.0,0.0,0.0,0.0,0.0,1102.2468908071485,524.8357040173819,0.95
