timestamp,demand_kwh,wind_generation_kwh,pv_generation_kwh,renewable_generation_kwh,direct_service_kwh,battery_charge_input_kwh,battery_discharge_delivered_kwh,battery_loss_kwh,battery_soc_end_kwh,curtailment_kwh,unmet_energy_kwh,served_energy_kwh,target
2025-01-01T00:00:00+00:00,18.81679963871745,150.16551308744917,0.0,150.16551308744917,18.81679963871745,131.34871344873173,0.0,6.74038277949704,124.60833066923469,0.0,0.0,18.81679963871745,0.95
2025-01-01T01:00:00+00:00,18.81679963871745,151.5659042103593,0.0,151.5659042103593,18.81679963871745,132.74910457164185,0.0,6.812246233364121,250.54518900751242,0.0,0.0,18.81679963871745,0.95
2025-01-01T02:00:00+00:00,18.81679963871745,147.0146330609013,0.0,147.0146330609013,18.81679963871745,128.19783342218386,0.0,6.578690008296093,372.1643324214002,0.0,0.0,18.81679963871745,0.95
2025-01-01T03:00:00+00:00,101.61071804907422,141.5881174596245,0.0,141.5881174596245,101.61071804907422,39.97739941055028,0.0,2.0515082902667743,410.0902235416837,0.0,0.0,101.61071804907422,0.95
2025-01-01T04:00:00+00:00,101.61071804907422,134.06101517398247,0.0,134.06101517398247,101.61071804907422,32.450297124908246,0.0,1.6652422257311876,440.87527844086077,0.0,0.0,101.61071804907422,0.95
2025-01-01T05:00:00+00:00,101.61071804907422,124.29222425018104,1.9046416509813984,126.19686590116244,101.61071804907422,24.586147852088217,0.0,1.2616800214116104,464.1997462715374,0.0,0.0,101.61071804907422,0.95
2025-01-01T06:00:00+00:00,101.61071804907422,117.06543519846582,11.721059049279164,128.786494247745,101.61071804907422,27.175776198670775,0.0,1.3945712074331311,489.980951262775,0.0,0.0,101.61071804907422,0.95
2025-01-01T07:00:00+00:00,101.61071804907422,106.5004512552427,22.13213556784151,128.6325868230842,101.61071804907422,27.021868774009988,0.0,1.386673185993999,515.616146850791,0.0,0.0,101.61071804907422,0.95
2025-01-01T08:00:00+00:00,101.61071804907422,100.51988182666774,28.3639433252902,128.88382515195795,101.61071804907422,27.273107102883728,0.0,1.3995659084351004,541.4896880452396,0.0,0.0,101.61071804907422,0.95
2025-01-01T09:00:00+00:00,101.61071804907422,99.02473946952396,23.340177501593704,122.36491697111767,101.61071804907422,20.754198922043443,0.0,1.0650370402828528,561.1788499270002,0.0,0.0,101.61071804907422,0.95
2025-01-01T10:00:00+00:00,101.61071804907422,102.86939124503644,29.643585897633013,132.51297714266946,101.61071804907422,30.902259093595234,0.0,1.5858020194718279,590.4953070011236,0.0,0.0,101.61071804907422,0.95
2025-01-01T11:00:00+00:00,101.61071804907422,122.88701526790305,40.492851996374995,163.37986726427806,101.61071804907422,61.76914921520384,0.0,3.1697890199499597,649.0946671963775,0.0,0.0,101.61071804907422,0.95
