timestamp,demand_kwh,wind_generation_kwh,pv_generation_kwh,renewable_generation_kwh,direct_service_kwh,battery_charge_input_kwh,battery_discharge_delivered_kwh,battery_loss_kwh,battery_soc_end_kwh,curtailment_kwh,unmet_energy_kwh,served_energy_kwh,target
2025-01-01T00:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T01:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T02:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T03:00:00+00:00,602.3190120627152,0.0,51.13342866784146,51.13342866784146,51.13342866784146,0.0,0.0,0.0,0.0,0.0,551.1855833948737,51.133428667841486,0.99
2025-01-01T04:00:00+00:00,602.3190120627152,0.0,461.47372235864896,461.47372235864896,461.47372235864896,0.0,0.0,0.0,0.0,0.0,140.8452897040662,461.47372235864896,0.99
2025-01-01T05:00:00+00:00,602.3190120627152,0.0,697.4514678310779,697.4514678310779,602.3190120627152,95.13245576836277,0.0,4.881883878387754,90.25057188997502,0.0,0.0,602.3190120627152,0.99
2025-01-01T06:00:00+00:00,602.3190120627152,0.0,1147.927726807484,1147.927726807484,602.3190120627152,545.6087147447689,0.0,27.998839795599565,607.8604468391444,0.0,0.0,602.3190120627152,0.99
2025-01-01T07:00:00+00:00,602.3190120627152,0.0,1096.9559771073218,1096.9559771073218,602.3190120627152,494.63696504460665,0.0,25.383137708392496,1077.1142741753586,0.0,0.0,602.3190120627152,0.99
2025-01-01T08:00:00+00:00,602.3190120627152,0.0,1239.1145232404065,1239.1145232404065,602.3190120627152,636.7955111776913,0.0,32.67824544987627,1681.2315399031736,0.0,0.0,602.3190120627152,0.99
2025-01-01T09:00:00+00:00,602.3190120627152,0.0,981.9039006851356,981.9039006851356,602.3190120627152,379.5848886224204,0.0,19.479044593965682,2041.3373839316282,0.0,0.0,602.3190120627152,0.99
2025-01-01T10:00:00+00:00,602.3190120627152,0.0,432.75921829937306,432.75921829937306,432.75921829937306,0.0,169.5597937633421,9.17192219684938,1862.6056679714368,0.0,0.0,602.3190120627152,0.99
2025-01-01T11:00:00+00:00,602.3190120627152,0.0,15.721931967942167,15.721931967942167,15.721931967942167,0.0,586.597080094773,31.730533873127797,1244.278054003536,0.0,0.0,602.3190120627152,0.99
2025-01-01T12:00:00+00:00,602.3190120627152,0.0,0.0,0.0,0.0,0.0,602.3190120627152,32.58097331748911,609.3780686233317,0.0,0.0,602.3190120627152,0.99
2025-01-01T13:00:00+00:00,245.38922713666176,0.0,0.0,0.0,0.0,0.0,245.38922713666176,13.273729870088175,350.7151116165818,0.0,0.0,245.38922713666176,0.99
2025-01-01T14:00:00+00:00,245.38922713666176,0.0,0.0,0.0,0.0,0.0,245.38922713666176,13.273729870088175,92.05215460983186,0.0,0.0,245.38922713666176,0.99
2025-01-01T15:00:00+00:00,245.38922713666176,0.0,0.0,0.0,0.0,0.0,87.32834162791109,4.723812981920773,0.0,0.0,158.0608855087507,87.32834162791107,0.99
2025-01-01T16:00:00+00:00,245.38922713666176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.38922713666176,0.0,0.99
2025-01-01T17:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T18:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T19:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T20:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T21:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T22:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-01T23:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-02T00:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-02T01:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-02T02:00:00+00:00,111.5405577893917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5405577893917,0.0,0.99
2025-01-02T03:00:00+00:00,602.3190120627152,0.0,46.878812129607965,46.878812129607965,46.878812129607965,0.0,0.0,0.0,0.0,0.0,555.4401999331072,46.87881212960792,0.99
2025-01-02T04:00:00+00:00,602.3190120627152,0.0,345.28091840836044,345.28091840836044,345.28091840836044,0.0,0.0,0.0,0.0,0.0,257.0380936543547,345.28091840836044,0.99
2025-01-02T05:00:00+00:00,602.3190120627152,0.0,451.1729631337321,451.1729631337321,451.1729631337321,0.0,0.0,0.0,0.0,0.0,151.14604892898308,451.1729631337321,0.99
2025-01-02T06:00:00+00:00,602.3190120627152,0.0,531.1399296098969,531.1399296098969,531.1399296098969,0.0,0.0,0.0,0.0,0.0,71.1790824528183,531.1399296098969,0.99
2025-01-02T07:00:00+00:00,602.3190120627152,0.0,668.7373594423376,668.7373594423376,602.3190120627152,66.41834737962245,0.0,3.408370536457525,63.00997684316492,0.0,0.0,602.3190120627152,0.99
2025-01-02T08:00:00+00:00,602.3190120627152,0.0,661.5463499171357,661.5463499171357,602.3190120627152,59.22733785442051,0.0,3.0393516439368184,119.1979630536486,0.0,0.0,602.3190120627152,0.99
2025-01-02T09:00:00+00:00,602.3190120627152,0.0,550.1118508138708,550.1118508138708,550.1118508138708,0.0,52.207161248844386,2.8240186571652544,64.16678314763897,0.0,0.0,602.3190120627152,0.99
2025-01-02T10:00:00+00:00,602.3190120627152,0.0,330.3009842479972,330.3009842479972,330.3009842479972,0.0,60.87395546179426,3.2928276858447063,0.0,0.0,211.14407235292373,391.17493970979143,0.99
2025-01-02T11:00:00+00:00,602.3190120627152,0.0,53.32843417939806,53.32843417939806,53.32843417939806,0.0,0.0,0.0,0.0,0.0,548.9905778833171,53.32843417939807,0.99
